ID,Title,Country,City,Type,Best Season,Cover Image URL,Video URL,Google Maps Embed URL,Google Maps Direct URL,Description,Related Venues,Created Date
68c6bd2386366ddeaa1c5cac,Southern Song Legacy: Echoes of the Ancient Capital,China,Hangzhou,Relaxing,Spring & Autumn,https://res.cloudinary.com/dekytgf4z/image/upload/v1757854730/southern_song_f4x9vf.png,,https://www.google.com/maps/d/u/0/embed?mid=1cSh0I0WEyB46lc6vUF5W5iGfFz5e_yo&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=1cSh0I0WEyB46lc6vUF5W5iGfFz5e_yo&usp=sharing,"Hangzhou once served as the capital of the Southern Song Dynasty, leaving behind a rich legacy of temples, streets, and cultural landmarks. Walk along the bustling Southern Song Imperial Street, climb the majestic Liuhe Pagoda, and admire city views from Chenghuang Pavilion. Sacred sites such as Lingyin Temple, Faxi Temple, Jingci Temple, and Xiangji Temple reflect centuries of Buddhist devotion. Explore the scholarly spirit at Hangzhou Confucius Temple, or experience the living history of Song Dynasty culture at Songcheng theme park. With ancient streets like Xiaohe and Dadou, and the archaeological marvel of Liangzhu Ancient City, this theme reveals Hangzhou’s timeless heritage.",68c3f757e48e220c9233fcc1; 68c3fa14c9d4347766b8203c; 68c3faebf3532a4b3f47b5db; 68c3fb835eb1c1ee95b8aa8f; 68c3fc98aaf28b4caf597ac8; 68c3e4fd3cc73e58b56fbfc3; 68c3fdc18d3f93273a13b231; 68c3fee019196ab47ca1acfb; 68c40004a8564e4b44a7af0c; 68c400a293be1d6a3233f677; 68c401702765c8ad0e55dd32; 68c402e8a41bcd43c5983a9b,"14/09/2025, 13:03:31"
68c6bcd6b3e5b2f2b735c893,Museums & Masterpieces of Hangzhou,China,Hangzhou,Art,All seasons,https://res.cloudinary.com/dekytgf4z/image/upload/v1757854729/museum_hangzhou_g1kxnp.png,,https://www.google.com/maps/d/u/0/embed?mid=14YLKryII3A56557nOPyfwHASNmut8SM&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=14YLKryII3A56557nOPyfwHASNmut8SM&usp=sharing,"Hangzhou is not only about lakes and tea—it is also a treasure house of art, history, and innovation. Explore the China National Silk Museum and Southern Song Official Kiln Museum to uncover centuries of craftsmanship, or step into the China Tea Museum for a cultural taste of Hangzhou’s essence. From the vibrant Han Meilin Art Museum to the China Knives, Scissors & Swords Museum, each venue reveals unique artistry. Design lovers will enjoy the China International Design Museum and China Animation Museum, while the Grand Canal Museum highlights world heritage. Together, these museums form a cultural map of Hangzhou’s creativity.",68c3e9cb37bb8b653874f721; 68c3ea7b6079b95cb2db888d; 68c3ec9cf3532a4b3f47536b; 68c3ee04565ea0409b93dfde; 68c3eea42d2e35680d36c6bb; 68c3efe71ebd2c71fe726f64; 68c3f08c238eb02d397dfb4d; 68c3f151479d48b141554d44; 68c3f248c9d4347766b7dc4d; 68c3f4a8df9c23c72429ddaf; 68c3f53d6fbed1a570298d8b; 68c3f5cd6079b95cb2dbc268; 68c3f6662f50c548aff1c4a8; 68c3f3ce6079b95cb2dbb81d,"14/09/2025, 13:02:14"
68c6bc8f7c58277e82f6a836,Tea Hills & Hidden Valleys of Hangzhou,China,Hangzhou,Hiking,Spring,https://res.cloudinary.com/dekytgf4z/image/upload/v1757854731/tea_hills_phn1i1.png,,https://www.google.com/maps/d/u/0/embed?mid=1WzEr6SqRgL6qgtnx-PY60zd3e4da5j4&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=1WzEr6SqRgL6qgtnx-PY60zd3e4da5j4&usp=sharing,"Beyond West Lake, Hangzhou’s charm lies in its tea-covered hills and misty valleys. Wander through Jiuxi Yanshu and the serene Nine Creeks, where streams flow quietly under ancient trees. Explore Longjing Village, home of the world-famous Dragon Well tea, and stroll along the Ten-Mile Langdang trail for breathtaking green views. Faxi Temple adds a touch of spirituality, while Meijiawu and Longwu Tea Village invite you to sip fresh brews straight from the source. At Yunqi Bamboo Path, towering bamboos frame a tranquil walk. This theme is perfect for travelers seeking calm, culture, and the authentic tea lifestyle of Hangzhou.",68c3dea250b1d3e95286217a; 68c3dfbc8982421a293bf3ec; 68c3e27faaf28b4caf58b2ee; 68c3e459479d48b14154ddf9; 68c3e4fd3cc73e58b56fbfc3; 68c3e5b2f3532a4b3f4725be; 68c3e654565ea0409b93a557; 68c3e70cd6c84d7dcbb2c04d; 68c3e8a3c9d4347766b77ea8,"14/09/2025, 13:01:03"
68c6bc466fdf0a38f08de87f,West Lake Wonders: Nature & Heritage in Hangzhou,China,Hangzhou,Attractions,Spring & Autumn,https://res.cloudinary.com/dekytgf4z/image/upload/v1757854729/west_lake_groxpx.png,,https://www.google.com/maps/d/u/0/embed?mid=1qxdf9UaxKKWTASEBFBgZh6KPlNOtXSY&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=1qxdf9UaxKKWTASEBFBgZh6KPlNOtXSY&usp=sharing,"West Lake is the heart of Hangzhou, a perfect blend of natural beauty and cultural heritage. From the tranquil shores of the lake to the lush Hangzhou Botanical Garden, every stop reveals a different charm. Stroll through Taiziwan Park and Maojiabu, discover hidden gems like Wuguitan and Yuhu Bay, or enjoy the historical aura at Leifeng Pagoda and Yue Fei Temple. White Pagoda Park and Xixi Wetland complete the journey with scenic calm. This theme offers a mix of landscapes, legends, and leisure, ideal for travelers seeking both serenity and stories in one of China’s most celebrated cultural icons.",68c3ca55d6c84d7dcbb1da66; 68c3cf372b082a3608dc595f; 68c3d840479d48b141547c9d; 68c3d935c81fdd6020b0ed72; 68c3da862d2e35680d3640fb; 68c3db59bc16efae60f16247; 68c3dd03cc7f5260cdb6fe4e; 68c3ddb25975406afc19cf6c,"14/09/2025, 12:59:50"
68c02996241102000ac619d3,Heritage & Faith: Historic Shenzhen,China,Shenzhen,Attractions,All seasons,https://res.cloudinary.com/dekytgf4z/image/upload/v1757425681/heritage_faith_oheaon.png,,https://www.google.com/maps/d/u/0/embed?mid=1aL8eMsVSariokal0_NZJp7kAQMAl1qI&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=1aL8eMsVSariokal0_NZJp7kAQMAl1qI&usp=sharing,"Step back in time and explore Shenzhen’s rich heritage through its ancient towns, ancestral homes, and sacred sites. Wander the storied streets of Nantou Ancient City, Dapeng Fortress, and Fenghuang Village, or admire traditional Hakka architecture at Hekou New Residence, Maosheng Shiju, and Dawan Shiju. Discover spiritual landmarks from the serene Hongfa Temple and Bao’an’s Beidi Temple to the coastal Chiwan Tianhou Temple honoring the sea goddess Mazu. For a glimpse of colonial influence, visit St. Anthony’s Church, Christ the King Cathedral, and Buji Christian Church. This theme reveals Shenzhen’s deep cultural roots and diverse faith traditions.",68becda310a3d916e6acfd2d; 68bece377f7e2832081e7f0b; 68becefabfe39d9437a191a9; 68becfc1fe9203cd94ce7d77; 68bed0536d5d3ba8764852e2; 68bed11ecb29c0ba7559c482; 68bed1f23fe8735b6e584231; 68bed2f801d68f57fd150201; 68bed3e1b87589ee62b140dc; 68bed4bdc8d34735e6d27891; 68bed57e767302ae43d57096; 68bed64da507f2b2a62d832a; 68bed6f8ea4272d2702c32d8; 68bed7c9cc84f090d3dff900,"09/09/2025, 13:20:22"
68c02876992f3d393d06ab1f,Shenzhen Nights: Skylines & Culture,China,Shenzhen,Nightlife,Summer,https://res.cloudinary.com/dekytgf4z/image/upload/v1757425680/nights_ziae9j.png,,https://www.google.com/maps/d/u/0/embed?mid=1Eb2Ol1HWbfG8CcDPivcN9O9_5-w4_qI&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=1Eb2Ol1HWbfG8CcDPivcN9O9_5-w4_qI&usp=sharing,"Experience the magic of Shenzhen after dark, where dazzling skylines meet cultural charm. Marvel at panoramic city views from the KK100 and Ping An Finance Center observatories, or stroll around the illuminated Civic Center and Yantian Port. For a taste of tradition, visit Gankeng Hakka Town, Guanlan Ancient Village, or the cultural showcases of Splendid China. At Shekou Sea World Plaza, enjoy waterfront dining and live music under neon lights. Whether you’re chasing breathtaking skylines or exploring lively cultural districts, Shenzhen’s nightlife blends modern energy with heritage, making it an unforgettable experience for travelers of all kinds.",68bec5edb933d1c96719cbe7; 68bec676765c26f3288ca94c; 68bec72e4d6118476f98340c; 68bec7d367fdcf7ccd690243; 68bec8a5503a2b2579eec6df; 68bec94176b85f27fd54c413; 68beca561fcb6eae738a2c7d; 68becb3697a07211ba8694fb; 68becbcf64fa377a8a986e9b; 68beccf1e6f7ae0314002687,"09/09/2025, 13:15:34"
68c0272a81fa861e4f4f649b,Shenzhen Flavors: Night Markets & Local Bites,China,Shenzhen,Eating,Summer,https://res.cloudinary.com/dekytgf4z/image/upload/v1757425965/shenzhen_flavors_lzzvec.jpg,,https://www.google.com/maps/d/u/0/embed?mid=1_2V8Ki8QnPld7cawY9y63zWw1u21unA&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=1_2V8Ki8QnPld7cawY9y63zWw1u21unA&usp=sharing,"Taste the vibrant flavors of Shenzhen through its lively night markets and food streets. From Bao’an Yantian Food Street and Longgang’s Luoruihe to the buzzing Shuiwei Night Market in Futian, each corner offers authentic bites and local favorites. Stroll through Dongmen Old Street for classic snacks, enjoy trendy vibes at Coco Park Rooftop Night Market, or dive into the bustling Buji Changlong and Dalang food streets. With sizzling skewers, seafood feasts, and creative street eats, Shenzhen’s culinary scene is a mix of tradition and modern flair. Perfect for foodies seeking authentic tastes and unforgettable night experiences.",68beaf8d58edc71ef51fd9ae; 68beb07a1cacad7b478ad210; 68beb1184c7afd2ebd156f47; 68bec0926c3c7da644b408a7; 68bec18e7413a22eaf1a31b9; 68bec246d68f751b8cfa450e; 68bec3ba252cde637a0443ed; 68bec30927032d12bd387109,"09/09/2025, 13:10:02"
68c0266a17fd718654653984,Art & Design Shenzhen,China,Shenzhen,Art,All seasons,https://res.cloudinary.com/dekytgf4z/image/upload/v1757425627/Art_design_ycv6be.png,,https://www.google.com/maps/d/u/0/embed?mid=1fKav1Udqe1jxlWBivKWFdxcfVOHf6fY&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=1fKav1Udqe1jxlWBivKWFdxcfVOHf6fY&usp=sharing,"Uncover Shenzhen’s creative side through its thriving art and design scene. Wander through OCT-LOFT, a former factory district transformed into a vibrant creative park filled with galleries, studios, and cafes. Visit the He Xiangning Art Museum and Guan Shanyue Art Museum for inspiring collections of modern Chinese art, or explore the striking Pingshan Art Museum with its bold contemporary exhibitions. Blending design, culture, and innovation, Shenzhen offers a fresh perspective on China’s modern creativity. Perfect for young travelers, designers, and art lovers, this theme highlights the city’s role as a rising cultural capital.",68be912cdbff1e6913ca556f; 68be91bba8ed0235da41fa8d; 68be9012b125efce442aa834; 68be92f967fdcf7ccd67864a; 68be938466b157dd43ceb061; 68be95643be992a25ba7e6a4; 68be962c54822ef91a62609b; 68be96c3d7431c7bae7ee922; 68be97541fd8083b7ac36e04; 68be97f1eb0f647ed52bcb2a; 68be9a3b59913a3fa20917f2; 68be9d98ebe98487487486a0; 68be9e18a8ed0235da4237c4; 68be9ef8bff7c1c21acb3905; 68bea0cf87121976fa4077f5; 68bea15302b9ae202bfccc7d; 68bea2006a8406a95ac5ef07; 68bea27f42af3b78f026c54e,"09/09/2025, 13:06:50"
68c025a5054d6423c6c43d1a,Shopping Paradise: From Luxury to Local Finds,China,Shenzhen,Shopping,All seasons,https://res.cloudinary.com/dekytgf4z/image/upload/v1757425868/shopping_shenzhen_hyyskq.jpg,,https://www.google.com/maps/d/u/0/embed?mid=1qUd32Npcwvvgt7_a5XwVtpDiuEqTp18&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=1qUd32Npcwvvgt7_a5XwVtpDiuEqTp18&usp=sharing,"Shenzhen is a shopper’s dream, blending high-end luxury with authentic local treasures. Explore the dazzling malls of MixC, Vientiane City, and UpperHills for international brands and stylish boutiques, or dive into the bustling Luohu Commercial City and Dongmen Pedestrian Street for bargain fashion and street-style flair. For tech lovers, the world-famous Huaqiangbei Electronics Market offers gadgets and innovations at every corner. Whether you’re hunting designer labels, trendy fast fashion, or quirky creative shops, Shenzhen delivers endless retail excitement. Perfect for shopping enthusiasts and technology explorers, this theme reveals the city’s vibrant consumer culture.",68bab15f6f97a48a447263af; 68bab252b0ad5621fca3cad7; 68bab3926f97a48a447275bc; 68bab464b9d1ac0043215c8e; 68bab4f9ec7dd79543ad02ad; 68bab64a91b1f468abe1aa8d; 68bab7b2eba616b3ba3fd1b2; 68bab866675dba43f5437eb6; 68bab93923424e5af15f2648; 68bab9e8b5776456d60ad212; 68babb026f97a48a4472b430; 68babcb952e59c81e9a5fe6e; 68babeef6df9bb65a53178ff; 68bac07be8f43a5e173721de; 68bac1bac3fbe5a6e1eb435a; 68baca4d3ede4f1d23bab90f; 68bacb426df9bb65a531fe90; 68bacc66b9d1ac004321f75e; 68bacd768e4e7a1a132017b9; 68bace9801872768bc89dfb4; 68bacfe24f14801c5d300f61,"09/09/2025, 13:03:33"
68c024b58f0cde05f0e0edf1,Coastal Escapes: Beaches & Sea Views,China,Shenzhen,Relaxing,Summer,https://res.cloudinary.com/dekytgf4z/image/upload/v1757426147/beaches_sea_views_z4xxki.jpg,,https://www.google.com/maps/d/u/0/embed?mid=154f8c1mDEQ8l0jUzcQOCo0Rwh_P9GG0&ehbc=2E312F&noprof=1,https://www.google.com/maps/d/u/0/edit?mid=154f8c1mDEQ8l0jUzcQOCo0Rwh_P9GG0&usp=sharing,"Discover Shenzhen’s refreshing coastal side, where golden sands and sweeping sea views invite you to slow down and unwind. Relax at the popular Dameisha and Xiaomeisha beaches, or take on the adventurous Dongxi Chong hiking trail for dramatic ocean panoramas. Stroll through Shenzhen Bay Park, where the skyline meets the sea, perfect for cycling, sunset walks, and family picnics. Blending leisure with a touch of adventure, this theme offers both serene getaways and lively outdoor fun. Ideal for families, couples, and young travelers seeking a relaxed seaside vibe alongside the energy of a modern city.",68ba8d91e9570e7b81aef422; 68ba90324bb9389915c8025d; 68ba8f1591b1f468abe0c558; 68ba91095aa582e7a71815d1; 68ba92ecd5b66b80a946cd99; 68ba9444009becfac2019879; 68ba94f702a284c231671684; 68ba967108d17610dcf379e4; 68ba96fdacfca38b7572a0f4; 68ba97efd7ac84cec227e8f0; 68ba994a00a5a6bd9cc5ec20; 68ba9c02f8552f0871a9aa88; 68ba9dbc0b43cb887bb16f70; 68ba9f0ad59f4dec0846456a,"09/09/2025, 12:59:33"
